,评论时间,处理内容,评论者IP归属地,评论内容,用户地理位置,评论者性别,情感分析,locations
3381,24年07月01日 11:29,这算是给广大玩家送福利了吗,来自江西,这算是给广大玩家送福利了吗,北京 东城区,女,0.7764885549294721,来自江西
3382,24年07月01日 11:27,这两家都被盯上了,来自江苏,这两家都被盯上了,北京,女,0.39698142851819596,来自江苏
3383,24年07月01日 11:26,这个新闻让我想起最近在追的黑镜,来自福建,这个新闻让我想起最近在追的黑镜,北京 东城区,女,0.8763231920376933,来自福建
3384,24年07月01日 11:24,这个新闻让我想起了之前NVIDIA收购ARM的事,来自江西,这个新闻让我想起了之前NVIDIA收购ARM的事,北京 东城区,女,0.9744285182771847,来自江西
3385,24年07月01日 11:24,微软不是一直都很牛么,来自广东,微软不是一直都很牛么,北京 东城区,女,0.7812409471653683,来自广东
3386,24年07月01日 11:22,Openai 和 Microsoft 的 alliance is truly remarkable,来自河北,Openai 和 Microsoft 的 alliance is truly remarkable,北京 东城区,女,0.421874597530976,来自河北
3387,24年07月01日 11:22,我想知道这个Openai是怎么做的ai呢,来自贵州,我想知道这个Openai是怎么做的ai呢,北京,女,0.5783843324940444,来自贵州
3388,24年07月01日 11:21,最近在追黑镜,来自广东,最近在追黑镜,北京 东城区,女,0.5053841605252408,来自广东
3389,24年07月01日 11:20,微软又来搞事情了，这次和OpenAI的合作也要被盯上😅,来自江西,微软又来搞事情了，这次和OpenAI的合作也要被盯上😅,北京 东城区,女,0.18703518130345598,来自江西
3390,24年07月01日 11:17,Openai是不是不能打拳了,来自江西,Openai是不是不能打拳了,北京 东城区,女,0.20024840611765693,来自江西
3391,24年07月01日 11:17,这个新闻太突然了,来自山东,这个新闻太突然了,北京 东城区,女,0.6337137967102751,来自山东
3392,24年07月01日 11:17,现在的人工智能已经强大到这种程度了么,来自天津,现在的人工智能已经强大到这种程度了么,北京,女,0.6972026459728502,来自天津
3393,24年07月01日 11:13,这个新闻让我想起了之前的苹果收购字节的事情,来自江苏,这个新闻让我想起了之前的苹果收购字节的事情,北京 东城区,女,0.9984341888170013,来自江苏
3394,24年07月01日 11:11,Openai 是那个做 gpt 的公司吧,来自辽宁,Openai 是那个做 gpt 的公司吧,北京 东城区,女,0.5124691094040048,来自辽宁
3395,24年07月01日 11:09,这说明了啥！说明以后的人工智能都会比openai更良心,来自江苏,这说明了啥！说明以后的人工智能都会比openai更良心,北京 东城区,女,0.5189972370550753,来自江苏
3396,24年07月01日 11:09,这玩意真的能取代人类创作者么,来自贵州,这玩意真的能取代人类创作者么,北京 东城区,女,0.9070292358017966,来自贵州
3397,24年07月01日 11:08,OpenAI 的技术好像很厉害,来自江西,OpenAI 的技术好像很厉害,北京 东城区,女,0.327466955396566,来自江西
3398,24年07月01日 11:08,想了解一下openai是什么,来自河北,想了解一下openai是什么,北京 东城区,女,0.5180297910986704,来自河北
3399,24年07月01日 11:07,其他企业面对这么一个恶龙会束手无策呀！更惨,来自天津,其他企业面对这么一个恶龙会束手无策呀！更惨,北京,女,0.958081336526835,来自天津
3400,24年07月01日 11:05,我猜苹果会不会被排除在外,来自辽宁,我猜苹果会不会被排除在外,北京 东城区,女,0.7042591618552411,来自辽宁
3401,24年07月01日 11:04,把Openai当作聊天室小伙伴,来自贵州,把Openai当作聊天室小伙伴,北京 东城区,女,0.526834510228165,来自贵州
3402,24年07月01日 11:04,这个新闻好适合当素材,来自安徽,这个新闻好适合当素材,北京 东城区,女,0.9830485301933243,来自安徽
3403,24年07月01日 11:02,感觉以后科技巨头们要低调一点了,来自贵州,感觉以后科技巨头们要低调一点了,北京 东城区,女,0.9174067456590371,来自贵州
3404,24年07月01日 11:02,这会对Openai有什么影响呀,来自云南,这会对Openai有什么影响呀,北京 东城区,女,0.43434471605388414,来自云南
3405,24年07月01日 10:59,Openai 的 GPT 和 ChatGPT 好火啊,来自广东,Openai 的 GPT 和 ChatGPT 好火啊,北京 东城区,女,0.3960798561639932,来自广东
3406,24年07月01日 10:56,这个新闻让我想到最近很火的chatGPT,来自江西,这个新闻让我想到最近很火的chatGPT,北京 东城区,女,0.7908153091612475,来自江西
3407,24年07月01日 10:54,三星彻底把希望放到了国内公司身上，从手机到汽车，期待一举突破,来自江苏,三星彻底把希望放到了国内公司身上，从手机到汽车，期待一举突破,北京 东城区,女,0.873872371147482,来自江苏
3408,24年07月01日 10:50,是不是意味着以后玩游戏能享受到更高级的ai优化,来自贵州,是不是意味着以后玩游戏能享受到更高级的ai优化,北京,女,0.9489355405570921,来自贵州
3409,24年07月01日 10:49,这新闻说明我们的未来是充满无限可能的！,来自安徽,这新闻说明我们的未来是充满无限可能的！,北京 东城区,女,0.9995420202803674,来自安徽
3410,24年07月01日 10:49,"如果真的反垄断被发现，那真是好事情<img alt=""[笑哈哈]"" title=""[笑哈哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/32/lxhwahaha_org.gif"" />",来自广东,如果真的反垄断被发现，那真是好事情[笑哈哈],北京 东城区,女,0.7110516619649362,来自广东
3411,24年07月01日 10:47,有没有可能直接禁止开放ai的使用,来自广东,有没有可能直接禁止开放ai的使用,北京 东城区,女,0.14681600486955415,来自广东
3412,24年07月01日 10:46,这个新闻好适合当我的背景音乐,来自贵州,这个新闻好适合当我的背景音乐,北京 东城区,女,0.9790708587469059,来自贵州
3413,24年07月01日 10:45,这个会不会影响gpta的收益啊,来自山东,这个会不会影响gpta的收益啊,北京,女,0.7652779630259046,来自山东
3414,24年07月01日 10:44,安卓机子能用openai么,来自辽宁,安卓机子能用openai么,北京 东城区,女,0.9586276997150784,来自辽宁
3415,24年07月01日 11:35,Openai 的 Gpt 为什么不做做音乐呢,来自天津,Openai 的 Gpt 为什么不做做音乐呢,北京,女,0.6273990881365044,来自天津
3416,24年07月01日 11:08,这个新闻让我想起最近很火的talking dogs,来自贵州,这个新闻让我想起最近很火的talking dogs,北京 东城区,女,0.8489604120645304,来自贵州
3417,24年07月01日 11:04,我们不反对反垄断，但是要在合适的时候进行反垄断，不能在人家搞垄断的时候也加入到反垄断当中去，就像阿里和京东一样，他们在白野前都不退出，都加入到垄断中去了，然后才开始作价，你加入进去搞垄断了，后面进来一个比你搞得更厉害，或者自己分出去一块市场……所以到底是谁有这个机会？是你吗？,来自广东,我们不反对反垄断，但是要在合适的时候进行反垄断，不能在人家搞垄断的时候也加入到反垄断当中去，就像阿里和京东一样，他们在白野前都不退出，都加入到垄断中去了，然后才开始作价，你加入进去搞垄断了，后面进来一个比你搞得更厉害，或者自己分出去一块市场……所以到底是谁有这个机会？是你吗？,北京 东城区,女,0.7466478077661336,来自广东
3418,24年07月01日 11:38,请问这个雨神AI是做什么方向的,来自江苏,请问这个雨神AI是做什么方向的,北京 东城区,女,0.4947734017547002,来自江苏
3419,24年07月01日 11:38,哇哦！又有一个大神加入了AI领域,来自辽宁,哇哦！又有一个大神加入了AI领域,北京 东城区,女,0.9709884375084957,来自辽宁
3420,24年07月01日 11:31,有没有可能以后我们的手机都是rain制造的,来自云南,有没有可能以后我们的手机都是rain制造的,北京 东城区,女,0.708512212614187,来自云南
3421,24年07月01日 11:30,哇哦这家公司的理念很吸引人呢,来自福建,哇哦这家公司的理念很吸引人呢,北京 东城区,女,0.8988317621684508,来自福建
3422,24年07月01日 11:30,这个的确是很专业了 必须要好好地支持一下的,来自云南,这个的确是很专业了 必须要好好地支持一下的,北京 东城区,女,0.8581817286436233,来自云南
3423,24年07月01日 11:29,哇！又学到新知识了,来自江西,哇！又学到新知识了,北京 东城区,女,0.9648907969515443,来自江西
3424,24年07月01日 11:26,支持进步科技,来自江苏,支持进步科技,北京 东城区,女,0.8286744055055455,来自江苏
3425,24年07月01日 11:25,不知道这一波引流操作，对于宣传自家产品的企业来说是不是有帮助呢？,来自云南,不知道这一波引流操作，对于宣传自家产品的企业来说是不是有帮助呢？,北京 东城区,女,0.10368668809029513,来自云南
3426,24年07月01日 11:23,哇哦！Apple的老将去了别的厂商,来自天津,哇哦！Apple的老将去了别的厂商,北京,女,0.26770360054064524,来自天津
3427,24年07月01日 11:18,新的硬件工程主管加入，Rain AI的前景不可限量🌟！,来自山东,新的硬件工程主管加入，Rain AI的前景不可限量🌟！,北京 东城区,女,0.2847261519278321,来自山东
3428,24年07月01日 11:17,苹果高管跳槽到Rain AI，未来的芯片一定更强大💥！,来自云南,苹果高管跳槽到Rain AI，未来的芯片一定更强大💥！,北京 东城区,女,0.9946503394203939,来自云南
3429,24年07月01日 11:17,这家公司的理念很符合我对未来科技的想象,来自浙江,这家公司的理念很符合我对未来科技的想象,其他,女,0.9912164083113677,来自浙江
3430,24年07月01日 11:16,这大佬过去是做什么项目的呀,来自辽宁,这大佬过去是做什么项目的呀,北京 东城区,女,0.8605097617219915,来自辽宁
3431,24年07月01日 11:14,"挖墙角，这种事獠人最擅长了<img alt=""[笑哈哈]"" title=""[笑哈哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/32/lxhwahaha_org.gif"" />",来自江西,挖墙角，这种事獠人最擅长了[笑哈哈],北京 东城区,女,0.5664533832558047,来自江西
3432,24年07月01日 11:12,Apple的老将都去了rain ai,来自贵州,Apple的老将都去了rain ai,北京 东城区,女,0.4413059081864348,来自贵州
3433,24年07月01日 11:10,哇！我之前一直觉得这个小伙子挺厉害的,来自贵州,哇！我之前一直觉得这个小伙子挺厉害的,北京 东城区,女,0.7112788881508879,来自贵州
3434,24年07月01日 11:07,这个大佬过去在英特尔做过处理器设计,来自广东,这个大佬过去在英特尔做过处理器设计,北京 东城区,女,0.9648442968080996,来自广东
3435,24年07月01日 11:07,看起来这样的事情好像经常都会发生呀,来自江苏,看起来这样的事情好像经常都会发生呀,北京 东城区,女,0.6047347281738669,来自江苏
3436,24年07月01日 11:07,这个人才流动有点意思,来自安徽,这个人才流动有点意思,北京 东城区,女,0.6048226649091943,来自安徽
3437,24年07月01日 11:05,"高通，就是打算要把你变成第二个华为了是吧<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",来自江西,高通，就是打算要把你变成第二个华为了是吧[doge],北京 东城区,女,0.4036559905240311,来自江西
3438,24年07月01日 11:04,苹果的高管都跑去竞争对手那边了哎,来自辽宁,苹果的高管都跑去竞争对手那边了哎,北京 东城区,女,0.8776499395627209,来自辽宁
3439,24年07月01日 10:53,Rain AI团队真的是强大💪，期待创新节能芯片的来临！,来自山东,Rain AI团队真的是强大💪，期待创新节能芯片的来临！,北京 东城区,女,0.9878288795254689,来自山东
3440,24年07月01日 10:53,哇！我的电脑要升级了,来自贵州,哇！我的电脑要升级了,北京 东城区,女,0.6355743438399754,来自贵州
3441,24年07月01日 10:52,这个人才的流动好有意思,来自云南,这个人才的流动好有意思,北京 东城区,女,0.9238758452331975,来自云南
3442,24年07月01日 10:52,我听说这家公司还有别的业务,来自江苏,我听说这家公司还有别的业务,北京 东城区,女,0.28873333347900976,来自江苏
3443,24年07月01日 10:52,这个新闻让我想起了去年NVIDIA收购ARM的事情,来自河北,这个新闻让我想起了去年NVIDIA收购ARM的事情,北京 东城区,女,0.9863988055154194,来自河北
3444,24年07月01日 10:49,这名字...怎么读,来自辽宁,这名字...怎么读,北京 东城区,女,0.7012370837911809,来自辽宁
3445,24年07月01日 10:49,"看来是真的会给我们带来很多新的惊喜了<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",来自广东,看来是真的会给我们带来很多新的惊喜了[doge],北京 东城区,女,0.9673558612036127,来自广东
