评论时间,处理内容,评论者IP归属地,评论内容,用户地理位置,评论者性别,情感分析
24年06月28日 16:05,哇哦！我的日常必备就是手机电脑和各种app,来自安徽,哇哦！我的日常必备就是手机电脑和各种app,北京 东城区,女,0.882620304
24年06月28日 16:02,这新闻简直是为我的工作量身定做,来自贵州,这新闻简直是为我的工作量身定做,北京 东城区,女,0.429213749
24年06月28日 16:01,感觉以后找工作要会ai技能了吧,来自河北,感觉以后找工作要会ai技能了吧,北京 东城区,女,0.81242349
24年06月28日 16:01,感觉将来会计的工作会被ai取代一部分,来自山东,感觉将来会计的工作会被ai取代一部分,北京 东城区,女,0.967790639
24年06月28日 15:58,这个ai是用来辅助我们做财务报表的吗,来自福建,这个ai是用来辅助我们做财务报表的吗,北京 东城区,女,0.534768637
24年06月28日 15:56,我的财务工作好伙伴,来自安徽,我的财务工作好伙伴,北京 东城区,女,0.56910418
24年06月28日 15:52,亚马逊用AI提升财务管理，真心期待它带来的变化！👍,来自安徽,亚马逊用AI提升财务管理，真心期待它带来的变化！👍,北京 东城区,女,0.991732828
24年06月28日 15:50,哇哦！这个ai能用来炒股么,来自广东,哇哦！这个ai能用来炒股么,北京 东城区,女,0.314503182
24年06月28日 15:47,哇！这个ai能运用到我的小公司么,来自广东,哇！这个ai能运用到我的小公司么,北京 东城区,女,0.454139553
24年06月28日 15:44,听说这款ai在电商领域很厉害,来自山东,听说这款ai在电商领域很厉害,北京 东城区,女,0.994226369
24年06月28日 16:33,这个技术和b站那些二次元up用的貌似不太一样吧,来自江西,这个技术和b站那些二次元up用的貌似不太一样吧,北京 东城区,女,0.106592005
24年06月28日 16:32,想知道对比人工视频制作的话性价比如何,来自云南,想知道对比人工视频制作的话性价比如何,北京 东城区,女,0.95856034
24年06月28日 16:32,这技术也太炫酷了吧！,来自陕西,这技术也太炫酷了吧！,北京 东城区,女,0.868184751
24年06月28日 16:31,这个技术会不会用在短视频创作上啊,来自贵州,这个技术会不会用在短视频创作上啊,北京 东城区,女,0.736255901
24年06月28日 16:25,这个能不能做cg动漫啊,来自辽宁,这个能不能做cg动漫啊,北京 东城区,女,0.251137419
24年06月28日 16:23,有没有可能像视频编辑那样的拖拽式操作呢,来自江苏,有没有可能像视频编辑那样的拖拽式操作呢,北京 东城区,女,0.235297638
24年06月28日 16:22,请问这个open sorabei能用手机驱动嘛,来自云南,请问这个open sorabei能用手机驱动嘛,北京 东城区,女,0.012797769
24年06月28日 16:19,想试试看这个模版能做出什么风格的视频,来自贵州,想试试看这个模版能做出什么风格的视频,北京 东城区,女,0.964367166
24年06月28日 16:18,有没有可能像看视频一样直接看生成的动画呢,来自广东,有没有可能像看视频一样直接看生成的动画呢,北京 东城区,女,0.926258664
24年06月28日 16:16,如果要存的话那是不是直接存视频数据就行了？,来自河北,如果要存的话那是不是直接存视频数据就行了？,北京 东城区,女,0.495738191
24年06月28日 16:16,这个技术感觉未来会改变很多行业吧,来自江苏,这个技术感觉未来会改变很多行业吧,北京 东城区,女,0.993004432
24年06月28日 16:15,请问这个模型生成的视频能改ip嘛,来自广东,请问这个模型生成的视频能改ip嘛,北京 东城区,女,0.060989627
24年06月28日 16:14,请问这个open sora对硬件有要求么,来自江苏,请问这个open sora对硬件有要求么,北京 东城区,女,0.025464232
24年06月28日 16:10,这个和我昨天在B站刷到的 Openai 类似的视频有点关系呀,来自河北,这个和我昨天在B站刷到的 Openai 类似的视频有点关系呀,北京 东城区,女,0.628728617
24年06月28日 16:10,把领导意志纳入计算中，这个东西就没用了,来自云南,把领导意志纳入计算中，这个东西就没用了,北京 东城区,女,0.918518493
24年06月28日 16:08,这个和我前几天在淘宝看到的人工智能商品好像有点搭哎,来自山东,这个和我前几天在淘宝看到的人工智能商品好像有点搭哎,北京 东城区,女,0.446439309
24年06月28日 16:07,哇！居然真的有人做出类似sora的视频了,来自辽宁,哇！居然真的有人做出类似sora的视频了,北京 东城区,女,0.313630555
24年06月28日 16:07,"这么快就开始打造一个抄袭者了<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",来自广东,这么快就开始打造一个抄袭者了[doge],北京 东城区,女,0.83432459
24年06月28日 16:06,这个跟chatGPT比怎么样,来自江苏,这个跟chatGPT比怎么样,北京 东城区,女,0.5
24年06月28日 16:04,RTX系列显卡用起来怎么样啊,来自云南,RTX系列显卡用起来怎么样啊,北京 东城区,女,0.758637706
24年06月28日 16:03,Sora可以在GPU上运行，这个性能真是太强大了,来自江西,Sora可以在GPU上运行，这个性能真是太强大了,北京 东城区,女,0.982488943
24年06月28日 16:00,OpenSora 真是太厉害了！,来自广东,OpenSora 真是太厉害了！,北京 东城区,女,0.192629269
24年06月28日 15:58,这个在手机上能跑起来么,来自浙江,这个在手机上能跑起来么,其他,女,0.55174985
24年06月28日 15:57,"<img alt=""[吃瓜]"" title=""[吃瓜]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/01/2018new_chigua_org.png"" /> 大家一起看看怎么样？",来自江西,[吃瓜] 大家一起看看怎么样？,北京 东城区,女,0.5
24年06月28日 15:56,AI现在越来越多了，但大多都是间接的，比如辅助驾驶还用到车上了吗？二月底前船东哥还在辟谣自动驾驶呢，现在已经准备到哪个步骤了？,来自安徽,AI现在越来越多了，但大多都是间接的，比如辅助驾驶还用到车上了吗？二月底前船东哥还在辟谣自动驾驶呢，现在已经准备到哪个步骤了？,北京 东城区,女,0.997038907
24年06月28日 15:56,哇塞！终于有个能替代sora的了,来自山东,哇塞！终于有个能替代sora的了,北京 东城区,女,0.896838751
24年06月28日 15:54,这个视频质量咋样呀,来自辽宁,这个视频质量咋样呀,北京 东城区,女,0.20659179
24年06月28日 15:53,请问这个open sora怎么跑在我的显卡上面,来自江西,请问这个open sora怎么跑在我的显卡上面,北京 东城区,女,0.031689656
24年06月28日 15:48,有没有大佬能解释下这个 open sorah 是做什么用的,来自辽宁,有没有大佬能解释下这个 open sorah 是做什么用的,北京 东城区,女,0.1733627
24年06月28日 15:47,这个能用来做短视频素材么,来自广东,这个能用来做短视频素材么,北京 东城区,女,0.925993159
24年06月28日 15:44,请问这个open sora在哪里看源码,来自辽宁,请问这个open sora在哪里看源码,北京 东城区,女,0.019569548
24年06月28日 15:43,这个能在手机上运行么,来自天津,这个能在手机上运行么,北京,女,0.680892527
24年06月28日 15:40,这个用于制作短视频应该很香吧,来自广东,这个用于制作短视频应该很香吧,北京 东城区,女,0.896538522
24年06月28日 15:36,有没有可能把这个技术应用到电影剧本创作上呢,来自山东,有没有可能把这个技术应用到电影剧本创作上呢,北京 东城区,女,0.931745893
24年06月28日 16:33,OpenAI的Sora终于能在RTX3090上跑起来了，期待更多惊喜！,来自北京,OpenAI的Sora终于能在RTX3090上跑起来了，期待更多惊喜！,其他,女,0.960482311
24年06月28日 16:22,这个在RTX上运行是啥意思,来自天津,这个在RTX上运行是啥意思,北京,女,0.627022775
24年06月28日 16:17,感觉以后短视频创作会大爆发,来自天津,感觉以后短视频创作会大爆发,北京,女,0.920350432
24年06月28日 16:06,这个方案和openai有什么区别呢,来自江西,这个方案和openai有什么区别呢,北京 东城区,女,0.473430875
24年06月28日 15:51,这个能做成手机壁纸么,来自山东,这个能做成手机壁纸么,北京 东城区,女,0.606785718
24年06月28日 12:52,请问现在的人工智能都能做哪些领域的工作呢,来自安徽,请问现在的人工智能都能做哪些领域的工作呢,北京 东城区,女,0.884422708
24年06月28日 12:51,感觉以后工作会是ai跟人的协作而不是取代,来自江西,感觉以后工作会是ai跟人的协作而不是取代,北京 东城区,女,0.889518027
24年06月28日 12:48,这说法有点片面了吧,来自安徽,这说法有点片面了吧,北京 东城区,女,0.238471055
24年06月28日 12:46,请问这个ai是哪个公司的呢,来自浙江,请问这个ai是哪个公司的呢,其他,女,0.07169776
24年06月28日 12:45,为什么很多人都觉得ai会削弱人类的工作呢,来自山东,为什么很多人都觉得ai会削弱人类的工作呢,北京 东城区,女,0.91387909
24年06月28日 12:44,我的笔记本就是用了ai芯片,来自辽宁,我的笔记本就是用了ai芯片,北京 东城区,女,0.599151279
24年06月28日 12:43,不愧是大佬就是不一样,来自辽宁,不愧是大佬就是不一样,北京 东城区,女,0.98957875
24年06月28日 12:40,我们是不是可以把ai用在教育上,来自广东,我们是不是可以把ai用在教育上,北京 东城区,女,0.629610182
24年06月28日 12:36,支持微软团队研发ai,来自江苏,支持微软团队研发ai,北京 东城区,女,0.902223594
24年06月28日 12:33,这都联系到ai了,来自江西,这都联系到ai了,北京 东城区,女,0.525113169
24年06月28日 12:32,感觉未来是科技改变世界的年代,来自天津,感觉未来是科技改变世界的年代,北京,女,0.999239663
24年06月28日 12:31,你越说我就越有兴趣，这个游戏叫什么名字？,来自山东,你越说我就越有兴趣，这个游戏叫什么名字？,北京 东城区,女,0.826718583
24年06月28日 12:31,请问这个ai在日常生活中的应用场景有哪些,来自江苏,请问这个ai在日常生活中的应用场景有哪些,北京 东城区,女,0.912997793
24年06月28日 12:29,"我倒是觉得他说的有道理呀<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" /><img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自辽宁,我倒是觉得他说的有道理呀[允悲][允悲],北京 东城区,女,0.998163932
24年06月28日 12:29,感觉比尔·盖茨说的是事实,来自云南,感觉比尔·盖茨说的是事实,北京 东城区,女,0.943404869
24年06月28日 12:28,为什么我会被这个视频圈粉呢,来自天津,为什么我会被这个视频圈粉呢,北京,女,0.79007981
24年06月28日 12:28,哇哦我超爱ai,来自福建,哇哦我超爱ai,北京 东城区,女,0.753760051
24年06月28日 12:27,为什么大家都觉得ai会加大电力消费呢,来自贵州,为什么大家都觉得ai会加大电力消费呢,北京 东城区,女,0.084131644
24年06月28日 12:27,听起来很有道理,来自贵州,听起来很有道理,北京 东城区,女,0.776295513
24年06月28日 12:25,感觉未来都是ai的时代了,来自安徽,感觉未来都是ai的时代了,北京 东城区,女,0.97643356
24年06月28日 12:24,这都啥时候的新闻了,来自广东,这都啥时候的新闻了,北京 东城区,女,0.802155365
24年06月28日 12:24,"<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />看来想的还是很周全的<img alt=""[嘻嘻]"" title=""[嘻嘻]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/33/2018new_xixi_org.png"" />",来自江苏,[doge]看来想的还是很周全的[嘻嘻],北京 东城区,女,0.970947906
24年06月28日 12:23,"AI现在确实需要好好研究了<img alt=""[二哈]"" title=""[二哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/22/2018new_erha_org.png"" />",来自江西,AI现在确实需要好好研究了[二哈],北京 东城区,女,0.870491034
24年06月28日 12:22,请问这个ai在生活中有哪些应用呢,来自安徽,请问这个ai在生活中有哪些应用呢,北京 东城区,女,0.484866699
24年06月28日 12:20,我是持怀疑态度的 谁说用ai 就是绿色了 从图片看根本没毛病啊 比尔也太狭隘了,来自贵州,我是持怀疑态度的 谁说用ai 就是绿色了 从图片看根本没毛病啊 比尔也太狭隘了,北京 东城区,女,0.715546714
24年06月28日 12:20,想看看大佬们都用了哪些ai的产品,来自江苏,想看看大佬们都用了哪些ai的产品,北京 东城区,女,0.525451647
